Metabolite	Dilution	Concentration	ChromIntensities	OwnBorderIntensities
Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C	0.1	-99.0	-99.0	-99.0
Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C	0.2	9685.816332	61543.0	NaN
Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C	0.5	24214.54083	211959.0	NaN
Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C	1	48429.08166	895180.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.005	31.042403925	24888.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.01	62.08480785	54347.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.02	124.1696157	112314.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.05	310.42403925	193612.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.1	620.8480785	480182.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.2	1241.696157	948799.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.5	3104.2403925	2363515.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	1	6208.480785	5860865.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.1	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.2	10410.160316000001	34675.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.5	26025.40079	400508.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	1	52050.80158	1852576.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.005	-99.0	-99.0	-99.0
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.01	205.31070350000002	30765.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.02	410.62140700000003	68721.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.05	1026.5535175000002	78990.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.1	2053.1070350000005	179186.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.2	4106.214070000001	344414.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.5	10265.535175	779273.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	1	20531.07035	1719759.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.005	65.76783955	61967.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.01	131.5356791	86473.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.02	263.0713582	112227.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.05	657.6783955000001	202450.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.1	1315.3567910000002	481545.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.2	2630.7135820000003	861145.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.5	6576.783955	2187711.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	1	13153.56791	4938386.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.005	37.001406055000004	28737.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.01	74.00281211000001	22693.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.02	148.00562422000002	37638.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.05	370.01406055000007	41938.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.1	740.0281211000001	93424.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.2	1480.0562422000003	256789.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.5	3700.1406055	908811.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	1	7400.281211	2430294.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.005	65.76783955	13030.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.01	131.5356791	19176.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.02	263.0713582	19664.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.05	657.6783955000001	19322.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.1	1315.3567910000002	41329.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.2	2630.7135820000003	51601.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.5	6576.783955	130998.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	1	13153.56791	206960.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.005	55.190683799999995	32211.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.01	110.38136759999999	38459.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.02	220.76273519999998	122177.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.05	551.906838	67793.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.1	1103.813676	320839.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.2	2207.627352	817595.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.5	5519.06838	1518937.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	1	11038.13676	1708232.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.1	3288.391976	314440.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.2	6576.783952	418722.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.5	16441.95988	1070218.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	1	32883.91976	2352702.0	NaN
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C	0.005	-99.0	-99.0	-99.0
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C	0.01	-99.0	-99.0	-99.0
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C	0.02	-99.0	-99.0	-99.0
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C	0.05	-99.0	-99.0	-99.0
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C	0.1	-99.0	-99.0	-99.0
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C	0.2	4106.214070000001	73394.0	NaN
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C	0.5	10265.535175	184979.0	NaN
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C	1	20531.07035	630171.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.005	-99.0	-99.0	-99.0
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.01	-99.0	-99.0	-99.0
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.02	-99.0	-99.0	-99.0
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.05	-99.0	-99.0	-99.0
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.1	463.75736209999997	55160.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.2	927.5147241999999	110172.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.5	2318.7868105	399774.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	1	4637.573621	1368980.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.1	1103.813676	72038.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.2	2207.627352	151015.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.5	5519.06838	458251.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	1	11038.13676	812036.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.02	-99.0	-99.0	-99.0
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.05	839.4015065	19357.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.1	1678.803013	25464.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.2	3357.606026	40255.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.5	8394.015065	105269.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	1	16788.03013	258099.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.005	-99.0	-99.0	-99.0
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.01	912.0758847000001	16100.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.02	1824.1517694000001	10995.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.05	4560.3794235000005	27410.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.1	9120.758847000001	16233.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.2	18241.517694000002	13372.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.5	45603.794235	13692.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	1	91207.58847	22631.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.005	65.76783955	9027.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.01	131.5356791	4342.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.02	263.0713582	10366.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.05	657.6783955000001	17859.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.1	1315.3567910000002	7815.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.2	2630.7135820000003	14358.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.5	6576.783955	24734.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	1	13153.56791	55148.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.005	0.005	15071.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.01	0.01	4963.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.02	0.02	11238.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.05	0.05	125004.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.1	0.1	35073.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.2	0.2	30139.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.5	0.5	221481.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	1	1.0	558728.0	NaN

