"Metabolite","QuantMasses","e10222ch_100_c5.cdf","e10222ch_101_c6.cdf","e10222ch_102_c7.cdf","e10222ch_22_c1.cdf","e10222ch_23_c2.cdf","e10222ch_24_c3.cdf","e10222ch_25_c4.cdf","e10222ch_26_c5.cdf","e10222ch_27_c6.cdf","e10222ch_28_c7.cdf","e10222ch_59_c1.cdf","e10222ch_60_c2.cdf","e10222ch_61_c3.cdf","e10222ch_62_c4.cdf","e10222ch_63_c5.cdf","e10222ch_64_c6.cdf","e10222ch_65_c7.cdf","e10222ch_96_c1.cdf","e10222ch_97_c2.cdf","e10222ch_98_c3.cdf","e10222ch_99_c4.cdf","e10223ch_15_c8.cdf","e10223ch_16_c9.cdf","e10223ch_17_c10.cdf","e10223ch_18_c11.cdf","e10223ch_19_c12.cdf","e10223ch_20_c13.cdf","e10223ch_21_c14.cdf","e10223ch_52_c8.cdf","e10223ch_53_c9.cdf","e10223ch_54_c10.cdf","e10223ch_55_c11.cdf","e10223ch_56_c12.cdf","e10223ch_57_c13.cdf","e10223ch_58_c14.cdf","e10223ch_89_c8.cdf","e10223ch_90_c9.cdf","e10223ch_91_c10.cdf","e10223ch_92_c11.cdf","e10223ch_93_c12.cdf","e10223ch_94_c13.cdf","e10223ch_95_c14.cdf","e10224ch_104_c15.cdf","e10224ch_105_c16.cdf","e10224ch_106_c17.cdf","e10224ch_107_c18.cdf","e10224ch_108_c19.cdf","e10224ch_109_c20.cdf","e10224ch_110_c21.cdf","e10224ch_14_c15.cdf","e10224ch_15_c16.cdf","e10224ch_16_c17.cdf","e10224ch_17_c18.cdf","e10224ch_18_c19.cdf","e10224ch_19_c20.cdf","e10224ch_20_c21.cdf","e10224ch_51_c15.cdf","e10224ch_52_c16.cdf","e10224ch_53_c17.cdf","e10224ch_54_c18.cdf","e10224ch_55_c19.cdf","e10224ch_56_c20.cdf","e10224ch_57_c21.cdf","e10224ch_88_c15.cdf","e10224ch_89_c16.cdf","e10224ch_90_c17.cdf","e10224ch_91_c18.cdf","e10224ch_92_c19.cdf","e10224ch_93_c20.cdf","e10224ch_94_c21.cdf"
"Acetoacetic acid_(1MEOX)(1TMS)_MP_RI:1132_BMD","188.0 114.0 116.0 89.0 117.0 ",189221,290467,402109,36102,79082,117119,136942,173568,237920,334309,51218,75542,120390,143297,154206,263991,338775,51399,92177,174055,167617,73554,215536,200566,247988,240641,287589,394109,86935,205704,242125,248366,282374,315719,413574,88513,256510,252125,291718,303524,327173,444385,93969,306390,NA,300734,395111,418068,518668,45587,258046,260034,285555,396733,427874,489885,98469,299593,291472,332726,427545,455035,514891,98007,295088,280419,348547,413128,419948,483467
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B","236.0 103.0 192.0 245.0 230.0 ",96905,166039,291733,NA,NA,98696,108469,NA,NA,NA,77631,81358,91552,174320,104301,72607,171411,134558,145233,253763,121044,60607,132700,161610,221985,NA,175939,181896,198338,222863,144163,150234,161262,157664,301755,467292,188791,154715,220873,213522,383038,1461091,99927,178064,NA,NA,NA,296035,NA,43758,141468,132919,133694,198303,NA,NA,NA,81295,NA,NA,280881,279596,NA,184033,168198,148115,138928,368883,275050,NA
"Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D","86.0 102.0 176.0 117.0 99.0 ",101893,154160,202419,36006,87038,123122,121409,108510,149528,176936,73041,39043,59437,131098,69316,120247,166229,80158,63650,233811,114539,65294,113858,95417,93701,124625,138931,185871,NA,96060,76379,72656,102322,143762,149279,NA,108374,111514,125241,160100,140811,194591,NA,NA,NA,130457,161598,145387,240435,NA,NA,111044,NA,196566,252648,139990,NA,NA,NA,114934,NA,147461,208463,NA,NA,NA,NA,NA,203785,172651
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D","86.0 248.0 174.0 133.0 100.0 ",3308726,4749313,6152314,1342090,1801227,2637132,3124792,2961768,4263957,4945022,1486885,1961392,2669445,3370376,2989780,4553872,5495245,1569449,2201874,3558955,3584723,1486661,2234129,1883963,2444073,2604480,3320211,4199731,1498172,2341194,2118941,2683022,3012297,3628409,4739223,1666049,2600267,2388638,3191584,3419554,4173176,5224525,1099205,2062180,NA,2061767,2677137,3589394,3606838,663080,1891713,1880031,1998823,2538972,3359201,3476311,1118385,1870565,2018969,2230945,2795971,3719484,3437657,970336,2098763,2008327,2224681,2758394,3559908,3438426
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C","86.0 117.0 116.0 100.0 103.0 118.0 ",77581960,83223988,85095290,32108293,62606990,87949428,94542002,73258415,79516597,74253851,30801644,61290709,91368059,98033386,73757276,77968802,75968305,32116791,68507641,104622019,105290558,39828936,105726586,95042286,126240234,129195480,109988133,97488893,41069056,106699133,109718598,129596567,139629783,113889343,99656610,43594948,116342208,106251672,143018560,146358593,115582684,103453386,18870265,44912911,50468,48537947,68025615,69091545,37108585,14856459,40404145,49921835,51586984,72114875,71341872,41678719,19500187,48717844,58388888,63483972,82593433,80511227,40855632,17930085,45691261,52520138,54894975,71364398,68697480,34828618
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C","110.0 133.0 114.0 100.0 188.0 190.0 ",3130189,4502020,6916284,902781,1243115,1518316,1722900,1644433,1989192,2099055,1304070,1479426,2106834,2411842,2219733,2962294,3281841,1615773,1850853,3196920,3508116,NA,559439,1523154,2091745,2192800,2247817,2570485,1522205,2542284,2764073,3556230,4142755,3012315,3736051,2453253,3859699,4239205,6525588,6469857,4650186,5243783,2413327,4319609,NA,3686589,5793987,5751789,6980466,317948,1760658,1670296,1542843,2225217,2766340,3497643,1606052,2988033,3035365,3326058,4463733,4990608,5315516,2237047,4341462,3816670,3947301,5606831,5805580,6358130
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D","159.0 116.0 131.0 130.0 100.0 ",9290721,9250800,10824696,7455541,8999590,9820623,10020983,8639098,6878213,7744175,7540779,10521848,13304356,9551653,9358057,8765456,9664778,8225151,11039668,13314338,11911727,8183725,10836870,8823999,9744700,10019604,8047219,9176460,9289106,15852678,10570922,11241100,13231707,9825255,10429058,8657909,16131516,11373323,12030754,13668126,9886903,11319464,3550411,7043135,NA,6614881,8092743,7330062,4722596,3440430,6346852,6205650,6497142,7829287,7146742,5849093,3187587,6668755,7873563,6995771,8677999,8742027,4289381,3297102,6700008,7751154,7149883,8696243,7603021,4510076
"Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D","141.0 132.0 100.0 116.0 231.0 ",997137,876265,1199351,662846,1036019,1452454,1126112,893850,629122,668705,620172,1257726,2588168,1169028,1044297,757606,774557,718815,1914430,1610482,2033651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518731,31901,480883,572745,498816,NA,152962,547434,805105,523404,599017,524779,317843,141090,532830,625770,606538,653934,558914,NA,125080,430022,594935,516096,591893,463804,NA
"Butanoic acid_ 2-amino-_(2TMS)_MP_RI:1168_IDENT:C+D","86.0 132.0 100.0 130.0 131.0 ",173108,235814,283884,123962,198800,259464,246698,178981,219037,239331,163959,163159,223293,240730,164683,209407,229583,189484,198774,347960,244672,152778,235631,214663,219711,230384,241409,265077,170096,308826,232602,259886,230268,283062,262929,262115,351989,282135,310275,304744,289977,287926,101279,249467,NA,206140,281885,253138,172349,79385,173950,204839,240205,263708,313127,217924,114269,215943,177462,286678,272050,273176,239420,112794,256861,260414,240013,300711,303182,213641
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B","191.0 88.0 117.0 149.0 133.0 ",111697,154395,260358,112968,64347,115670,148059,141815,166598,208974,149795,121532,136794,121273,164240,198316,198444,NA,122619,164065,158528,127690,NA,137907,NA,128998,131132,182222,172397,71947,189991,58679,163394,75019,192066,171844,NA,NA,NA,NA,NA,157343,112086,NA,NA,NA,NA,178619,208757,51929,NA,NA,71568,NA,195440,193784,40550,71477,66715,79491,NA,220599,NA,39559,63273,194981,NA,NA,191184,225540
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C","86.0 175.0 100.0 304.0 174.0 ",1157867,1561419,2169007,706676,847726,1132332,949629,826708,1160480,1490600,704853,960676,1299705,1223833,1024474,1410247,1809352,890937,1100939,1531209,1409106,954843,1455002,1188992,1400856,1432691,1512560,2019781,994197,1781661,1398891,1649345,1910338,1717651,2440810,1271342,2049571,1773481,2088108,2129619,2047836,2822051,861495,1888874,NA,1982570,2448859,1987043,1935446,555279,1427498,1540370,1783606,1964848,1729005,1767658,722476,1712852,2100183,2164909,2448484,2078600,1687586,783505,1809460,2103556,2229818,2609192,2050818,1817277
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D","149.0 273.0 183.0 133.0 211.0 275.0 277.0 278.0 ",4123842,5477182,8125032,1334858,2411889,3027357,3720632,4350439,4520218,5701430,1338259,2434389,3274955,3917825,3981366,4970052,6183043,1536073,2922168,3565956,4793286,1272503,2754734,2583835,3432081,3454227,3382362,5230533,1579024,3155806,2711588,3469174,3864673,3545472,5831117,1790719,3540872,3091911,4130106,4856750,4406302,6669119,547775,1567164,NA,2313161,3634279,4662658,3520962,410018,1104703,1505568,2006398,2690641,3653925,3192114,572874,1359786,1766905,2270290,3505018,4130892,3800930,580238,1533488,1929357,2650746,4050043,4648007,3594939
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C","115.0 171.0 100.0 143.0 116.0 ",15699841,19235371,20331487,10325655,14260802,16870504,15106136,13771915,16527662,17829515,11545052,16049681,18206742,16570367,14838720,18835556,19730382,13420518,18344277,22141412,17594660,13864266,21267670,16579037,17776406,18400872,19647073,22959509,15207409,23476376,18229610,19842891,21235894,21106886,24688241,NA,25032229,20650972,22528441,23590769,22639287,25579144,10277119,18111404,NA,18302044,21516652,21834325,17473760,6599464,15484377,16705907,17615890,18355444,20246080,16562576,8820324,16674513,19450387,20013088,21794875,22193644,15420505,9191894,17188175,20047053,20750530,22789433,22593028,16981741
"Cysteine_(3TMS)_MP_RI:1554_IDENT:B+D","116.0 100.0 132.0 218.0 220.0 ",5187191,6299031,7113638,3262741,3933687,5280734,4830278,4730215,5293729,5835319,3680650,4998436,6278132,5808355,5418290,6579454,6905535,4325177,5707826,7331652,5982342,4479611,6253998,5165296,5355092,5986783,5951539,6995105,4512968,7326571,5342693,6476742,6978528,6522672,7949737,5526032,7793945,6986601,6885635,7450513,7749263,8698501,3295514,6149281,NA,6058609,NA,NA,5831699,NA,5455887,4891733,5575727,5706546,6692859,5497430,2924198,5354462,6663665,6476525,8624556,7784125,4905969,NA,5498865,6634867,8902387,2729262,8994864,5730522
"Cysteinesulfinic acid_(3TMS)_SP_RI:1676_GMDpred","115.0 232.0 252.0 100.0 137.0 ",384034,522506,670925,227574,232193,383119,276758,276146,258222,210859,190683,287800,617653,350661,280991,316327,298048,341654,465725,677293,761947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B","133.0 103.0 142.0 89.0 315.0 400.0 403.0 ",659156,795289,1349393,373110,884368,1071087,1225252,1360287,1775975,1401365,633261,461468,513108,546534,786575,1953568,1445354,713595,412423,601073,484329,1344958,2023989,1703227,2572081,2609052,2262426,2225534,1443711,3211004,1429744,2741363,1855739,2340534,3678830,1427270,2369216,2191328,2249499,2025844,1936003,2617572,737074,2358712,NA,2717079,5254082,3677599,4058886,627077,2121182,3147797,3445426,3372694,3549045,4918315,699398,2330621,2531740,2669648,5451823,5207986,5972463,723243,2318402,3785981,2859350,3773839,3869659,4080760
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B","103.0 299.0 142.0 89.0 133.0 400.0 403.0 ",594192,870770,1804066,122480,220629,256587,378910,551581,658231,1314511,131438,231537,323663,365156,580468,783359,1341718,175123,298228,376119,473531,501628,1687805,1010915,1686338,1513973,1446510,2123310,567740,1937622,1311253,1996230,1817367,1626881,2469439,648047,2141134,1500090,2463195,2159588,2076296,3253252,674699,2617725,NA,2922721,4063053,4451130,5296503,519708,2007363,2025855,2342584,3258531,3535718,5207392,626496,2312288,2527500,2776093,3879597,4117380,5063544,725034,2511746,2809415,3056406,4278939,4474096,5477520
"Ethanolaminephosphate_(4TMS)_MP_RI:1777_BMD","174.0 172.0 299.0 114.0 100.0 ",264832,443745,812655,152308,174249,219190,225628,242512,332947,517743,128838,165533,210813,252047,295027,374965,552001,126485,195387,273840,320840,183361,254982,243851,304326,330520,417857,748144,163736,350078,292002,372617,418742,530688,868570,170320,373121,340417,445584,483339,658401,1128833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C","133.0 103.0 217.0 89.0 117.0 220.0 ",2634994,3004930,4632043,2632785,2145873,2323241,2096870,2456789,2814497,4031809,2721764,2226909,2388936,2129876,2599913,3023903,4183178,2967914,2378318,2713893,2292697,3161194,3030258,2527191,2594423,2368289,2617315,4133619,3425571,3334048,2768783,2731573,2548636,2677775,4314848,3714541,3560289,3055565,3048375,2922435,2960570,4843741,2885108,5094143,NA,5216913,6580455,5702053,6634269,2159765,4066183,4806407,4534626,5680173,5084245,6720707,2821871,4856302,5866065,5431882,7024909,5957058,6936144,2867633,4890227,5795091,5380915,7095294,5925491,6823022
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C","129.0 133.0 315.0 299.0 217.0 ",1935751,1956415,2750484,82599,561903,755110,477946,639840,439335,652900,162931,1230345,1819776,1140710,1464512,1294531,1458235,247559,1658706,1926213,2006966,69602,1572755,1469481,1694748,1417858,1040394,1313807,115631,2712039,2434575,2872727,2648307,1699523,2372237,128406,3231775,2988521,4185744,3863299,2505479,2658700,140679,1280405,NA,2162171,2510481,3004419,3536175,242975,1357741,1024690,1588081,1262541,2096680,3889072,213366,2031699,2251111,3451484,3062782,3577600,3957026,198815,1630416,1950481,2856076,2549379,2942715,3307766
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C","217.0 299.0 387.0 315.0 129.0 220.0 ",2765063,3035283,3751079,162463,1165537,1522954,1146085,1501276,1186063,1481522,209383,1587465,2663105,1846526,2309219,2047004,NA,238183,2086944,2728000,2694989,101517,2385398,2607298,3128708,2694559,1763491,3641276,135937,3491422,3693539,4060000,4470372,2730817,3130846,138835,3707727,4382481,5512977,5223301,3313735,3587876,190664,2061165,NA,3745681,3519110,4295727,5751806,300496,2146553,2062158,2895994,2243378,3439919,6849850,291232,2709441,3381187,4971713,4686690,5165412,6366072,270118,2203388,2744672,6380506,4022897,4139575,6578973
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D","133.0 387.0 103.0 89.0 299.0 ",118648,153175,335121,33283,NA,NA,NA,83158,86894,NA,NA,NA,NA,81146,142457,163121,321325,36074,74997,88338,102533,NA,NA,103122,195973,NA,NA,NA,NA,56261,NA,200472,207819,173488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381511,NA,NA,NA,NA,188203,NA,NA,NA,NA,114163,NA,NA,NA,363829,NA,NA,NA,NA,NA,NA,398444
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C","129.0 217.0 299.0 315.0 103.0 220.0 ",372678,523935,992050,49106,79556,113400,221729,245427,374440,708953,41200,109112,146317,205715,340421,482245,910917,67619,153932,217902,206662,110749,312056,269839,869561,711628,701665,1339089,105492,373467,388427,992208,879510,810435,1484336,120798,446635,424470,1119656,1048717,957856,1737445,164764,618151,NA,991424,1426777,1301421,1146231,139300,444817,436585,770956,1042262,964807,859679,146840,554877,593902,937635,1464993,1249225,1158337,169098,608017,652143,1049519,1548562,1286709,1107298
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C","143.0 246.0 133.0 115.0 245.0 247.0 249.0 ",325291,374273,531252,150348,194449,262520,286059,312471,350506,490103,153852,203225,261003,286800,279181,375194,504164,194062,247517,345386,340498,252836,434225,366222,430601,577270,537922,507493,263226,446015,436465,434545,603867,558061,506877,312816,503358,444593,541986,684260,572092,560415,270583,392424,NA,352415,485864,504056,289779,163304,384065,412036,351987,601158,573569,489842,288248,396428,434073,391531,591906,598079,454737,279588,409811,413000,347712,514449,481879,279106
"Galactosamine_ N-acetyl-_(1MEOX)(4TMS)_MP_RI:2099_IDENT:B+D","103.0 87.0 129.0 205.0 117.0 ",184855,192771,257857,87607,140232,265075,188428,225926,172242,223531,92538,141123,215741,187769,211346,217852,228511,103603,149066,203469,222423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galacturonic acid_(1MEOX)(5TMS)_BP_RI:1957_IDENT:B+D","333.0 103.0 133.0 89.0 160.0 ",449825,561023,1071195,42371,176900,219397,324653,NA,480682,NA,151173,115997,411358,374499,243158,685160,597424,70678,249265,246033,310053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D","129.0 299.0 133.0 387.0 101.0 220.0 ",296041,352254,598775,59884,NA,NA,NA,NA,NA,212518,91713,129018,222314,185651,262748,280782,381897,119732,175007,242020,261838,122537,147598,116520,169345,179443,243504,495592,NA,261434,218117,387733,389506,412877,634969,177533,340651,303780,500098,514509,457097,745396,103165,201735,NA,381956,499661,488978,291392,124934,NA,NA,NA,NA,338552,291859,169697,233903,236270,357525,538454,508968,313626,149134,235205,302293,330514,562498,452149,337276
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D","160.0 117.0 129.0 205.0 103.0 217.0 220.0 162.0 132.0 207.0 ",78385913,104202769,138524961,13503705,32594121,41110078,67816298,71361193,96058435,124648214,13795261,35071702,43819313,72488465,77428293,102208933,129968828,15359144,38942661,51142371,78238410,17289601,52587056,65288973,85568271,88337409,127208273,159980461,19369091,59984679,72857171,92119760,94521204,131985538,165149725,21816619,63128509,79123948,100008764,105321482,138940623,177335292,19247484,72617397,NA,126014482,156239720,155726694,NA,14591174,61607112,76459757,112736361,143173018,146600657,179802751,18867208,72829778,88736923,129987122,160281272,159982078,180717786,18355151,70336615,88806761,126921250,160514466,157283118,181499910
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B","160.0 299.0 129.0 387.0 133.0 220.0 162.0 132.0 ",1322301,1699073,3806441,222101,316020,422406,750360,972773,1399530,2473577,305047,440516,612928,783085,1203491,1645777,3118311,415529,521667,696632,956887,368279,1072465,998339,2741292,2386109,2316454,4305206,483375,1466881,1402083,3274539,2915244,2732971,4877500,558459,1606986,1641539,3717659,3535754,3215178,5673142,710098,2239703,17621,3253230,4469396,3894524,2255707,476895,1502406,1578824,2319416,3335396,3135770,1947359,656815,1968165,2294318,3146300,4591167,3825523,2107830,684251,2232491,2428649,3369766,4786784,3936865,2259808
