file,metabolite,quantMasses,intensity,rt,ri
e18057cz_21.cdf,c15,71;85;99,1.74633793E8,1113.8,1500.0
e18057cz_21.cdf,c17,71;85;99,2.11576394E8,1321.0,1700.0
e18057cz_21.cdf,c19,71;85;99,2.45979578E8,1498.4,1900.0
e18057cz_21.cdf,c22,71;85;99,1.92446492E8,1681.6,2200.0
e18057cz_21.cdf,c28,71;85;99,1.57068829E8,1932.6,2800.0
e18057cz_21.cdf,c32,71;85;99,1.26668624E8,2067.2,3200.0
e18057cz_21.cdf,c36,71;85;99,1.04706942E8,2250.2,3600.0
e18057cz_22.cdf,c10,71;85;99,1.71416459E8,409.6,1000.0
e18057cz_22.cdf,c12,71;85;99,1.20201788E8,710.6,1200.0
e18057cz_22.cdf,c15,71;85;99,1.56928616E8,1113.6,1500.0
e18057cz_22.cdf,c17,71;85;99,1.660098E8,1321.2,1700.0
e18057cz_22.cdf,c19,71;85;99,1.6505742E8,1498.0,1900.0
e18057cz_22.cdf,c22,71;85;99,1.50048682E8,1681.8,2200.0
e18057cz_22.cdf,c28,71;85;99,1.26897966E8,1932.6,2800.0
e18057cz_22.cdf,c32,71;85;99,1.11466392E8,2067.0,3200.0
e18057cz_22.cdf,c36,71;85;99,1.10184814E8,2249.8,3600.0
e18057cz_24.cdf,c10,71;85;99,1.68521801E8,409.8,1000.0
e18057cz_24.cdf,c12,71;85;99,1.33582462E8,711.2,1200.0
e18057cz_24.cdf,c15,71;85;99,1.75061838E8,1114.6,1500.0
e18057cz_24.cdf,c17,71;85;99,2.01964297E8,1322.4,1700.0
e18057cz_24.cdf,c19,71;85;99,2.24194229E8,1499.4,1900.0
e18057cz_24.cdf,c22,71;85;99,1.9230486E8,1682.8,2200.0
e18057cz_24.cdf,c28,71;85;99,1.6841356E8,1933.4,2800.0
e18057cz_24.cdf,c32,71;85;99,1.34915593E8,2067.6,3200.0
e18057cz_24.cdf,c36,71;85;99,1.11357522E8,2251.4,3600.0
e18057cz_25.cdf,c10,71;85;99,1.65693165E8,409.4,1000.0
e18057cz_25.cdf,c12,71;85;99,1.24871426E8,711.2,1200.0
e18057cz_25.cdf,c15,71;85;99,1.75246103E8,1114.6,1500.0
e18057cz_25.cdf,c17,71;85;99,1.95951229E8,1322.2,1700.0
e18057cz_25.cdf,c19,71;85;99,2.21706771E8,1499.4,1900.0
e18057cz_25.cdf,c22,71;85;99,1.86720266E8,1682.8,2200.0
e18057cz_25.cdf,c28,71;85;99,1.63176061E8,1933.4,2800.0
e18057cz_25.cdf,c32,71;85;99,1.29804792E8,2067.8,3200.0
e18057cz_25.cdf,c36,71;85;99,1.08511576E8,2251.4,3600.0
e18057cz_26.cdf,c10,71;85;99,1.65432162E8,409.6,1000.0
e18057cz_26.cdf,c12,71;85;99,1.22824795E8,711.2,1200.0
e18057cz_26.cdf,c15,71;85;99,1.75097623E8,1114.6,1500.0
e18057cz_26.cdf,c17,71;85;99,1.97913396E8,1322.2,1700.0
e18057cz_26.cdf,c19,71;85;99,2.15071793E8,1499.4,1900.0
e18057cz_26.cdf,c22,71;85;99,1.85896225E8,1682.8,2200.0
e18057cz_26.cdf,c28,71;85;99,1.55630061E8,1933.4,2800.0
e18057cz_26.cdf,c32,71;85;99,1.28894911E8,2067.8,3200.0
e18057cz_26.cdf,c36,71;85;99,1.06767613E8,2251.4,3600.0
e18057cz_27.cdf,c10,71;85;99,1.68238613E8,409.8,1000.0
e18057cz_27.cdf,c12,71;85;99,1.22976465E8,711.2,1200.0
e18057cz_27.cdf,c15,71;85;99,1.76506658E8,1114.4,1500.0
e18057cz_27.cdf,c17,71;85;99,2.08765673E8,1322.2,1700.0
e18057cz_27.cdf,c19,71;85;99,2.42302912E8,1499.4,1900.0
e18057cz_27.cdf,c22,71;85;99,2.03026925E8,1682.6,2200.0
e18057cz_27.cdf,c28,71;85;99,1.87265714E8,1933.4,2800.0
e18057cz_27.cdf,c32,71;85;99,1.28461964E8,2067.6,3200.0
e18057cz_27.cdf,c36,71;85;99,1.02037528E8,2251.2,3600.0
e18057cz_28.cdf,c10,71;85;99,1.57085616E8,409.8,1000.0
e18057cz_28.cdf,c12,71;85;99,1.16231883E8,711.2,1200.0
e18057cz_28.cdf,c15,71;85;99,1.48874201E8,1114.6,1500.0
e18057cz_28.cdf,c17,71;85;99,1.44423339E8,1322.2,1700.0
e18057cz_28.cdf,c19,71;85;99,1.63494592E8,1499.2,1900.0
e18057cz_28.cdf,c22,71;85;99,1.51399864E8,1682.6,2200.0
e18057cz_28.cdf,c28,71;85;99,1.28304509E8,1933.2,2800.0
e18057cz_28.cdf,c32,71;85;99,1.16006222E8,2067.6,3200.0
e18057cz_28.cdf,c36,71;85;99,1.14831951E8,2251.2,3600.0
e18057cz_30.cdf,c10,71;85;99,1.66707078E8,409.8,1000.0
