file,metabolite,start,end,Area
e18057cz_10_Quant1_50.cdf,Unknown 33,489.6,505.0,2.9327997E7
e18057cz_10_Quant1_50.cdf,Unknown 34,501.0,507.2,445542.0
e18057cz_10_Quant1_50.cdf,Unknown 35,504.4,514.0,929058.0
e18057cz_10_Quant1_50.cdf,Unknown 36,509.4,515.2,109251.0
e18057cz_10_Quant1_50.cdf,Unknown 37,512.0,521.6,126878.0
e18057cz_10_Quant1_50.cdf,Unknown 38,514.0,520.6,130509.0
e18057cz_10_Quant1_50.cdf,Unknown 39,514.6,520.6,352326.0
e18057cz_10_Quant1_50.cdf,Unknown 40,521.2,538.8,1.1134648E7
e18057cz_10_Quant1_50.cdf,Unknown 41,528.8,540.0,229347.0
e18057cz_10_Quant1_50.cdf,Unknown 42,538.8,545.2,311909.0
e18057cz_10_Quant1_50.cdf,Unknown 43,547.0,556.0,1.0416097E7
e18057cz_10_Quant1_50.cdf,Unknown 44,547.0,555.2,905321.0
e18057cz_10_Quant1_50.cdf,Unknown 45,547.4,556.0,1589684.0
e18057cz_10_Quant1_50.cdf,Unknown 46,547.4,560.0,128427.0
e18057cz_10_Quant1_50.cdf,Unknown 47,558.8,563.8,503695.0
e18057cz_10_Quant1_50.cdf,Unknown 48,562.0,578.8,2.8780782E7
e18057cz_10_Quant1_50.cdf,Unknown 49,570.4,578.2,394467.0
e18057cz_10_Quant1_50.cdf,Unknown 50,569.8,577.2,125732.0
e18057cz_10_Quant1_50.cdf,Unknown 51,579.0,585.8,448029.0
e18057cz_10_Quant1_50.cdf,Unknown 52,580.0,588.4,136077.0
e18057cz_10_Quant1_50.cdf,Unknown 53,584.2,593.6,160652.0
e18057cz_10_Quant1_50.cdf,Unknown 54,590.8,600.8,134758.0
e18057cz_10_Quant1_50.cdf,Unknown 55,600.6,609.2,405724.0
e18057cz_10_Quant1_50.cdf,Unknown 56,603.6,611.6,6877307.0
e18057cz_10_Quant1_50.cdf,Unknown 57,607.6,633.4,3.9172499E7
e18057cz_10_Quant1_50.cdf,Unknown 58,611.4,618.2,476490.0
e18057cz_10_Quant1_50.cdf,Unknown 59,637.4,649.6,1837009.0
e18057cz_10_Quant1_50.cdf,Unknown 60,637.0,644.8,1225910.0
e18057cz_10_Quant1_50.cdf,Unknown 61,642.6,651.2,1565236.0
e18057cz_10_Quant1_50.cdf,Unknown 62,654.4,661.6,205816.0
e18057cz_10_Quant1_50.cdf,Unknown 63,665.0,673.8,83336.0
e18057cz_10_Quant1_50.cdf,Unknown 64,670.8,679.0,1490043.0
e18057cz_10_Quant1_50.cdf,Unknown 65,673.4,681.8,493122.0
e18057cz_10_Quant1_50.cdf,Unknown 66,677.0,684.0,495213.0
e18057cz_10_Quant1_50.cdf,Unknown 67,686.8,698.2,2260510.0
e18057cz_10_Quant1_50.cdf,Unknown 68,691.8,696.2,114810.0
e18057cz_10_Quant1_50.cdf,Unknown 69,702.4,710.2,217377.0
e18057cz_10_Quant1_50.cdf,Unknown 70,707.2,721.6,7.424503E7
e18057cz_10_Quant1_50.cdf,Unknown 71,710.6,719.8,1433200.0
e18057cz_10_Quant1_50.cdf,Unknown 72,723.8,736.2,3752564.0
e18057cz_10_Quant1_50.cdf,Unknown 73,725.4,732.0,160674.0
e18057cz_10_Quant1_50.cdf,Unknown 74,736.6,744.8,236761.0
e18057cz_10_Quant1_50.cdf,Unknown 75,742.6,752.0,697081.0
e18057cz_10_Quant1_50.cdf,Unknown 76,763.2,773.8,311589.0
