Metabolite,e18057cz_17.cdf,e18057cz_18.cdf,e18057cz_19.cdf,e18057cz_20.cdf,e18057cz_21.cdf,e18057cz_22.cdf,e18057cz_24.cdf,e18057cz_25.cdf,e18057cz_26.cdf,e18057cz_27.cdf,e18057cz_28.cdf,e18057cz_30.cdf,e18057cz_32.cdf,e18057cz_33.cdf,e18057cz_34.cdf,e18057cz_35.cdf,e18057cz_37.cdf,e18057cz_38.cdf,e18057cz_39.cdf,e18057cz_40.cdf,e18057cz_41.cdf,e18057cz_44.cdf,e18057cz_45.cdf,e18057cz_46.cdf,e18057cz_49.cdf,e18057cz_50.cdf,e18057cz_51.cdf,e18057cz_52.cdf,e18057cz_53.cdf,e18057cz_57.cdf,e18057cz_58.cdf,e18057cz_59.cdf,QuantMasses
Valine_(2TMS)_MP_RI:1212_IDENT:B+D,5.52104757E8,4.2062443E8,3.83431384E8,3.88361353E8,8.01305831E8,1558078.0,5.11890478E8,3.38537275E8,4.25946241E8,6.3038403E8,700119.0,4.80439065E8,5.99020011E8,5.61595503E8,5.95665285E8,9.76196355E8,7.25444657E8,5.14899345E8,4.4445145E8,6.53303964E8,5.58579944E8,6.26770693E8,6.29866252E8,8.5260519E8,6.87027309E8,5.15247374E8,5.47759524E8,9.25926339E8,6.01587013E8,7.48496627E8,6.50475898E8,9.15980511E8,146.0 145.0 144.0 218.0 100.0 
Urea_(2TMS)_MP_RI:1249_IDENT:A+C,3.1730645E8,3.36196363E8,4.01908053E8,3.26476724E8,6.92062031E8,NA,3.6058155E8,2.86337979E8,3.45014866E8,6.07349752E8,NA,3.63754228E8,5.41906963E8,2.94269109E8,5.23415962E8,7.5498032E8,4.74598132E8,5.68341548E8,2.42713695E8,5.69706945E8,5.4463821E8,3.7554012E8,3.97471809E8,5.99050015E8,3.78518739E8,3.47612764E8,3.006333E8,7.23533305E8,6.7759805E8,3.71588272E8,3.75546912E8,6.42441846E8,189.0 87.0 171.0 99.0 100.0 
Serine_(2TMS)_BP_RI:1260_IDENT:C+D,7.681405E7,8.6871604E7,5.6956499E7,7.5933802E7,8.8807569E7,9230679.0,5.0613635E7,5.018547E7,5.6703062E7,7.653366E7,8737568.0,6.069729E7,7.4364752E7,5.256903E7,8.4794051E7,6.4928025E7,5.7060864E7,8.8310883E7,3.8985878E7,8.1462784E7,6.4723083E7,5.1906705E7,4.1607031E7,6.8929281E7,5.2951036E7,5.5321758E7,4.9571763E7,4.3492143E7,6.2533235E7,5.5589995E7,5.4739615E7,4.9368694E7,103.0 116.0 132.0 117.0 144.0 118.0 
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C,5.67271574E8,6.89560526E8,8.54543429E8,7.15454581E8,1.537127197E9,NA,8.36857281E8,8.23088018E8,1.138131012E9,1.176051891E9,NA,6.68911202E8,1.313827326E9,9.70507109E8,1.154334513E9,1.77792428E9,1.076976991E9,1.108869844E9,9.83665482E8,1.143226613E9,1.218841791E9,1.048850357E9,1.086596066E9,1.167812117E9,1.000506222E9,9.1781405E8,1.06010974E9,1.743471624E9,1.6382024E9,9.92898161E8,1.110637591E9,1.387718175E9,299.0 102.0 159.0 100.0 158.0 
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D,2.03750791E8,2.371663E8,2.87510713E8,2.52962732E8,5.29096885E8,7.4897548E7,2.7994336E8,3.6850911E8,4.8818584E8,4.59827481E8,7.0315598E7,2.53256396E8,4.87116362E8,4.21688344E8,4.30854319E8,5.72271989E8,4.35763756E8,4.53732517E8,4.25231386E8,4.60166304E8,4.72737781E8,4.19505498E8,3.17848423E8,4.7282787E8,4.04386209E8,4.34166432E8,4.80402702E8,6.23929527E8,6.19294937E8,3.75143701E8,4.13227941E8,4.91167864E8,101.0 117.0 133.0 205.0 103.0 218.0 221.0 
Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D,5.01098941E8,5.56112752E8,8.65075964E8,5.28896422E8,1.462426446E9,NA,5.83367797E8,5.88832682E8,7.66437306E8,1.263183303E9,NA,5.86786711E8,1.246314408E9,6.1114652E8,1.113853489E9,1.668329931E9,9.30935537E8,9.59065578E8,5.41479914E8,1.178505313E9,1.202537276E9,7.03206178E8,NA,1.137129406E9,7.3218178E8,6.62467835E8,6.41845809E8,1.741336732E9,1.588355819E9,7.32978649E8,7.61901983E8,1.3431063E9,218.0 100.0 159.0 158.0 102.0 
Proline_(2TMS)_MP_RI:1305_IDENT:A+B,2.6554158E7,2.9490434E7,3.7774451E7,2.9372767E7,6.4950475E7,NA,3.1447502E7,3.1119403E7,4.2898857E7,8.5481391E7,NA,3.5871041E7,5.3586468E7,5.4342126E7,7.969457E7,9.9040029E7,4.541149E7,4.5557899E7,3.5153777E7,5.0799666E7,5.0857535E7,3.6751764E7,4.0009515E7,8.1063659E7,3.716592E7,3.5446173E7,3.815724E7,7.2878032E7,6.7437329E7,4.1832033E7,4.2502407E7,8.3918946E7,144.0 100.0 216.0 143.0 142.0 
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C,3.65665003E8,3.74878967E8,2.80298847E8,2.43899121E8,2.62778616E8,3247095.0,3.10184964E8,1.57471663E8,1.85445358E8,2.19621257E8,2480479.0,2.283965E8,3.546678E8,1.23493362E8,2.27474714E8,2.29481468E8,3.27264927E8,2.67916031E8,1.27498997E8,2.7744862E8,1.32723742E8,2.98282596E8,2.23405718E8,2.57161125E8,3.10513574E8,1.70694848E8,1.53187786E8,3.20690484E8,2.33127517E8,2.97906938E8,2.16149376E8,1.96335532E8,86.0 133.0 175.0 100.0 174.0 
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D,1.1431637E7,1.6225374E7,2.0368449E7,1.7021269E7,2.6771704E7,1489205.0,1.7992618E7,1.6129893E7,2.0540474E7,2.4065195E7,757542.0,1.4844406E7,2.8928392E7,1.6893649E7,2.3045511E7,3.2182224E7,2.5058089E7,2.6779081E7,1.4786395E7,2.4696531E7,2.5550448E7,1.9605023E7,2.0265986E7,2.4749531E7,1.9205978E7,2.0498377E7,1.8556175E7,3.0964369E7,2.9650615E7,1.8676779E7,1.9389785E7,2.6602973E7,149.0 247.0 129.0 133.0 172.0 249.0 251.0 
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B,5462380.0,7320969.0,8537684.0,8371231.0,1.1257292E7,1653845.0,8570400.0,8295616.0,1.1603746E7,1.0853263E7,NA,7168539.0,1.2914212E7,9077074.0,1.0507078E7,1.2750403E7,9687791.0,NA,8678963.0,1.10902E7,1.1608786E7,9532622.0,9912253.0,1.1145823E7,8675926.0,1.0483162E7,1.0563796E7,1.1566988E7,1.3647496E7,8160806.0,8579440.0,1.4241463E7,102.0 117.0 103.0 133.0 189.0 
Pyruvic acid_ 3-hydroxy-_(1MEOX)(2TMS)_MP_RI:1348_IDENT:B+D,2600659.0,2958773.0,3953698.0,2839702.0,4063497.0,NA,4059814.0,4447892.0,6094945.0,3753982.0,NA,3247196.0,5451608.0,5252447.0,3794622.0,4488717.0,3101444.0,5481674.0,4305756.0,4220546.0,4158907.0,4006573.0,4553322.0,3918815.0,3252740.0,4978649.0,5504683.0,4146433.0,5011422.0,3654511.0,4083579.0,2388639.0,262.0 103.0 100.0 89.0 114.0 
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C,7.2385129E7,3.4985554E7,2.4743655E7,3.052126E7,2.30725E7,NA,1.1060518E7,1.2393273E7,2.2816347E7,1.8471879E7,NA,1.5188479E7,2.3849284E7,2.2419604E7,2.3083453E7,2.27346E7,1.6997479E7,1.6556424E7,1.9600874E7,2.3450783E7,2.1479356E7,1.2323923E7,1.5158324E7,1.8247297E7,1.4964516E7,1.7442387E7,1.6458569E7,2.223711E7,2.4209439E7,1.8239231E7,1.9392853E7,2.0259077E7,126.0 100.0 99.0 113.0 241.0 
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C,4580743.0,5504809.0,7141264.0,6237331.0,8540190.0,NA,5741832.0,6370572.0,8134666.0,6864533.0,NA,6584868.0,1.1261363E7,8456010.0,9249229.0,1.0185474E7,8362003.0,9725139.0,7907956.0,9650528.0,8821175.0,6808857.0,6550263.0,7567973.0,6634265.0,5742617.0,7109524.0,8585867.0,9522493.0,8176597.0,6853319.0,7589135.0,143.0 246.0 133.0 115.0 245.0 247.0 249.0 
Serine_(3TMS)_MP_RI:1373_IDENT:C+D,1.79421877E8,2.34220246E8,3.50523943E8,2.68533645E8,5.62480992E8,NA,2.79898096E8,2.56048224E8,3.4377324E8,5.19916133E8,NA,2.65535949E8,5.40044359E8,2.60901584E8,4.89720229E8,6.13083722E8,4.27727924E8,4.20404586E8,2.48050033E8,5.09205757E8,5.06005111E8,3.12250454E8,3.73819739E8,5.12833637E8,3.28412214E8,3.32191719E8,2.94951381E8,7.29546721E8,6.4634701E8,3.22478673E8,3.46458084E8,5.38996312E8,116.0 218.0 133.0 204.0 100.0 206.0 
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D,3.74074753E8,6.2122663E8,8.28709223E8,6.26746722E8,1.31667503E9,NA,5.79370075E8,6.18649137E8,8.09338768E8,1.15344093E9,660489.0,5.84024986E8,1.353782352E9,5.85114672E8,1.07882517E9,1.321189743E9,9.04594485E8,1.025629386E9,5.10397785E8,1.17863043E9,1.1227843E9,6.70185352E8,8.27640688E8,1.124971983E9,6.95164355E8,7.5113325E8,6.24218777E8,1.596903001E9,1.418401354E9,7.25738599E8,7.368325E8,2.7260996E7,218.0 117.0 101.0 100.0 219.0 
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B,3027081.0,8748473.0,9422367.0,9898740.0,4493749.0,577391.0,1.0064721E7,1.1540658E7,1.5691515E7,3572443.0,444028.0,3571055.0,1.0486266E7,1.2695497E7,4114826.0,3343719.0,8000398.0,NA,1.1695663E7,5072423.0,4004610.0,1.0724983E7,1.1173775E7,3330319.0,9704475.0,1.2492966E7,1.3053187E7,4219727.0,NA,8611385.0,9617416.0,4746410.0,116.0 149.0 129.0 158.0 97.0 
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D,1.3893575E7,1.1661287E7,1.0855527E7,1.3777242E7,1.7547848E7,2160383.0,8372035.0,9374790.0,8357111.0,1.7874026E7,1717112.0,1.1176027E7,1.2728115E7,8444847.0,1.7223521E7,1.125124E7,1.0035082E7,NA,6183682.0,1.1904833E7,1.2979241E7,7727132.0,6614097.0,1.0934084E7,8383474.0,9209459.0,7130236.0,8796736.0,1.1557262E7,8322966.0,7634830.0,8384065.0,104.0 131.0 178.0 130.0 116.0 
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C,3.8123919E7,6.0669636E7,6.1654301E7,6.6239024E7,5.3277131E7,NA,6.529856E7,4.170714E7,5.8739322E7,4.7858342E7,NA,3.3209892E7,6.4759339E7,4.5749075E7,5.6761024E7,3.438233E7,5.8183201E7,6.735241E7,4.3631033E7,3.9271415E7,2.7409736E7,6.6342305E7,4.3722619E7,4.1302514E7,6.3413844E7,3.6169958E7,5.3575218E7,3.6884402E7,5.4869142E7,6.0602638E7,4.3929103E7,3.2951958E7,117.0 116.0 100.0 130.0 160.0 163.0 132.0 102.0 118.0 
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D,6.6585315E7,1.01269524E8,9.1400216E7,6.0571749E7,5.0588725E7,425931.0,1.21129426E8,5.4493932E7,8.0865454E7,3.8917039E7,457122.0,4.5996545E7,1.0533574E8,4.5013871E7,8.2303665E7,4.4573842E7,1.20184125E8,2374376.0,6.5119459E7,6.4354516E7,2.2595624E7,1.36505114E8,8.3434559E7,6.0312121E7,1.25136127E8,5.0855689E7,7.6873043E7,7.2049208E7,7.0039675E7,1.22094817E8,6.6858656E7,3.802185E7,86.0 248.0 174.0 133.0 100.0 
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D,1.3543543E7,1.4662851E7,2.1231378E7,1.6670932E7,2.3693743E7,823162.0,1.6690163E7,1.8330484E7,2.4915122E7,1.8488845E7,NA,1.8560206E7,3.7321633E7,2.6566894E7,2.5387607E7,2.8947604E7,2.4132229E7,1.9017762E7,2.3777196E7,2.2741981E7,2.215965E7,2.0436499E7,1.7249875E7,1.6289699E7,1.8567943E7,1.6803452E7,1.9982305E7,2.0222437E7,2.218036E7,2.5254254E7,1.8547021E7,1.8499916E7,101.0 133.0 117.0 149.0 233.0 245.0 247.0 249.0 
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B,6.4443782E7,7.0691284E7,9.0287121E7,7.2977223E7,1.55271515E8,5194775.0,7.4666314E7,6.5843146E7,8.0510132E7,1.36310721E8,4600925.0,8.200945E7,1.56738376E8,6.965397E7,1.28134182E8,1.72792582E8,1.21255216E8,1.4629496E7,5.611065E7,1.44346624E8,1.51941777E8,9.0188228E7,8.9837979E7,1.40218021E8,8.9612549E7,9.0783198E7,7.4476542E7,1.73514187E8,1.6835698E8,9.44397E7,8.6088566E7,1.48860527E8,133.0 117.0 129.0 103.0 217.0 
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D,NA,1.66621457E8,2.24688786E8,1.82075629E8,2.87290685E8,NA,1.92037683E8,1.73454672E8,2.60137431E8,2.59747437E8,NA,NA,3.38071071E8,1.95227965E8,2.57707445E8,3.15930292E8,2.42627432E8,NA,1.71608673E8,2.75522008E8,2.55306132E8,NA,2.2953876E8,NA,NA,NA,2.13191598E8,3.82677944E8,3.37793746E8,NA,2.21254725E8,NA,128.0 177.0 100.0 129.0 176.0 
Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C,6.8039202E7,1.5204504E8,2.20248103E8,1.87628047E8,1.70268896E8,NA,2.09196001E8,2.0300523E8,3.54128773E8,1.48873047E8,NA,9.9044275E7,2.58185663E8,2.19167056E8,1.57820254E8,1.8532614E8,1.74434857E8,NA,2.15393648E8,1.52627344E8,1.35649393E8,2.39662667E8,2.0637389E8,1.8185377E8,NA,NA,2.57343862E8,2.20806117E8,2.21309787E8,2.43328523E8,1.98305321E8,1.89079858E8,233.0 100.0 218.0 232.0 117.0 220.0 235.0 119.0 102.0 
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D,2.968540042E9,3.195750998E9,NA,3.326140334E9,6.144426165E9,6305355.0,3.34899109E9,2.902400764E9,4.04317508E9,5.317277676E9,7914114.0,3.697243291E9,5.763226615E9,2.957410732E9,5.108878648E9,5.923150724E9,4.479471133E9,NA,2.587618182E9,5.590905932E9,5.618665925E9,3.729047587E9,3.801923233E9,5.254882739E9,3.782244493E9,3.936418813E9,3.466054877E9,6.371953784E9,6.425317578E9,3.791886056E9,3.778240807E9,5.458439232E9,157.0 258.0 158.0 156.0 230.0 160.0 159.0 263.0 162.0 234.0 
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B,3.9711955E7,5.5219923E7,6.9637181E7,6.8349702E7,9.0896382E7,NA,4.6732304E7,4.4085935E7,7.0235154E7,1.22841661E8,NA,8.9953137E7,1.3979135E8,8.5840906E7,1.20690958E8,1.69724553E8,1.12572604E8,NA,1.10941976E8,1.51207139E8,1.58690038E8,1.05945387E8,1.02843501E8,9.9920429E7,8.770407E7,1.094535E8,1.12592562E8,NA,1.69430396E8,NA,1.13869086E8,1.02457786E8,174.0 156.0 158.0 140.0 186.0 178.0 162.0 144.0 191.0 
Serine_(4TMS)_BP_RI:1571_IDENT:C+D,2175183.0,4611219.0,5241617.0,5047045.0,7540413.0,NA,4881589.0,5739018.0,7812480.0,7847782.0,NA,4213565.0,1.217414E7,9273376.0,7943134.0,9375243.0,9213783.0,NA,7465724.0,9951676.0,7632322.0,1.0482482E7,9605493.0,1.2860412E7,9395250.0,1.1230262E7,9759065.0,2.2852638E7,1.7783615E7,1.1075313E7,1.0520637E7,1.0973568E7,290.0 115.0 100.0 276.0 114.0 293.0 
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D,5028361.0,4874736.0,5814342.0,2968311.0,1.4531833E7,NA,4167086.0,4298696.0,5503053.0,1.0066641E7,NA,4645253.0,1.1953054E7,4874385.0,1.1736455E7,NA,1.2550697E7,NA,5304311.0,1.3123391E7,1.8389577E7,7337568.0,9377907.0,1.5805203E7,7283940.0,5844147.0,8910364.0,1.7862112E7,1.305809E7,8755397.0,3978141.0,1.4628698E7,103.0 142.0 89.0 117.0 133.0 
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D,5507289.0,5028694.0,5310547.0,2566049.0,1.4275852E7,NA,4033514.0,4374433.0,5646438.0,1.0416725E7,NA,4180757.0,1.1987045E7,6308573.0,1.2130731E7,2.0189281E7,1.2061612E7,NA,6091663.0,1.2425404E7,1.4415156E7,7361094.0,9956279.0,1.616709E7,6121444.0,5473147.0,2.1557359E7,1.8564456E7,1.2233993E7,1.0025385E7,3906711.0,1.1297228E7,117.0 103.0 105.0 89.0 133.0 
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C,4859313.0,4172229.0,3946448.0,3981471.0,1.6743943E7,NA,5287664.0,5160997.0,7221094.0,6973894.0,NA,4240985.0,1.1800435E7,4705732.0,6701219.0,1.1586682E7,9258033.0,1.175853E7,7130648.0,1.0117236E7,5196226.0,7734602.0,6344638.0,1.0163389E7,7786376.0,5081730.0,8311149.0,1.3252963E7,9311792.0,1.2987128E7,8142156.0,4560130.0,156.0 112.0 170.0 89.0 198.0 200.0 203.0 
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B,2503633.0,2836588.0,4019856.0,2069909.0,1.1941056E7,NA,3175718.0,1842256.0,3149976.0,5297448.0,NA,3291513.0,9933501.0,NA,6870601.0,1.8878393E7,7795991.0,8730537.0,1587679.0,1.1494422E7,1.3760442E7,4449656.0,4103004.0,1.0209868E7,5964721.0,2940187.0,2476770.0,9746803.0,1.3293804E7,3031016.0,2963050.0,1.2468061E7,187.0 216.0 143.0 142.0 186.0 
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C,4.4564513E7,7.1192788E7,8.3266708E7,6.5985141E7,1.01209937E8,NA,9.4740924E7,8.153689E7,1.49994814E8,6.7329168E7,NA,6.1044623E7,1.39152516E8,1.23435499E8,9.7875905E7,8.855367E7,1.08515289E8,NA,1.37573585E8,1.06725865E8,5.6483421E7,1.27390681E8,1.02766205E8,7.9428132E7,9.980558E7,7.0869958E7,1.391107E8,1.05189658E8,1.10109605E8,1.17620767E8,8.5518977E7,6.7032472E7,86.0 114.0 100.0 188.0 130.0 
Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B,3.74922866E8,4.83780929E8,5.59930704E8,3.98904507E8,5.79669356E8,NA,5.4690071E8,5.84388381E8,9.32433565E8,4.46664197E8,NA,4.12999615E8,1.10052891E9,8.09216283E8,5.5400575E8,5.95415519E8,7.95297067E8,NA,8.76907763E8,5.76194189E8,4.73737495E8,7.27964868E8,5.5301545E8,4.04065241E8,5.1202162E8,5.03998369E8,8.06293523E8,4.86976098E8,4.97167007E8,6.86053462E8,5.25041839E8,4.65929883E8,246.0 247.0 100.0 156.0 128.0 250.0 101.0 160.0 131.0 
Xylose_(1MEOX)(4TMS)_MP_RI:1651_IDENT:A+C,2264386.0,1892859.0,1833196.0,3975755.0,2867907.0,NA,3591231.0,2681370.0,3780176.0,3002259.0,NA,3166673.0,2415189.0,4418691.0,2972208.0,2486590.0,2116657.0,7250198.0,2406174.0,2494223.0,2538179.0,1772837.0,2028250.0,2030908.0,1721623.0,2285711.0,1880414.0,3908010.0,3446576.0,4907183.0,3520925.0,2143559.0,217.0 103.0 133.0 89.0 307.0 
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D,1.6396442E7,1.579628E7,1.384831E7,2.1508106E7,2.5550941E7,NA,1.5155702E7,2.4901161E7,4.0872324E7,1.5621692E7,NA,1.3062557E7,5.651935E7,9.1588811E7,3.9020433E7,2.0638071E7,2.7301696E7,2.6482126E7,4.7677696E7,1.9706782E7,9603470.0,3.940109E7,3.5956823E7,2.2172672E7,3.2355898E7,1.8585606E7,3.6809576E7,2.8328623E7,1.5093072E7,3.998054E7,4.2527557E7,5.9476742E7,141.0 132.0 100.0 116.0 231.0 
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D,7531632.0,1.2085751E7,1.1494421E7,1.3190541E7,1.7984533E7,979816.0,1.3225543E7,1.6282241E7,2.11771E7,1.5337684E7,1276634.0,1.1813602E7,1.8794105E7,1.6908404E7,1.8275172E7,2.6169469E7,1.8008267E7,1.6376685E7,1.8477799E7,2.0555002E7,1.9696255E7,1.9654112E7,1.8684562E7,1.8610698E7,1.3844288E7,1.5700007E7,1.9978757E7,2.195401E7,1.5651976E7,2.2939028E7,1.6835784E7,1.7881599E7,103.0 133.0 217.0 189.0 307.0 
